"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1700020N18Rik",0.276038222816575,1.47199025550776,4.97382018489705,0.295947621905882,0.767270082092103,NA
"1700020O03Rik",217.120809008461,0.535193542969664,0.15675882146756,3.41412073629566,0.000639882128252681,0.00146092716299781
"1700021C14Rik",21.4757657146491,-0.402171209663723,0.488270430275312,-0.823664888813681,0.41012999489314,0.503315638749268
"1700021F05Rik",217.991341740692,-0.72967695461386,0.156881997624785,-4.6511197311436,3.30137576590398e-06,9.58421933617082e-06
"1700021K19Rik",1194.61062559492,0.651632124225866,0.0689355076074819,9.45277908064815,3.2995180666348e-21,2.06256570125788e-20
"1700022I11Rik",0.482522653972112,2.33026350174535,4.64850179887543,0.501293449495725,0.616164614708281,NA
"1700022P22Rik",0.918232609821934,1.18419294180263,3.27472551217149,0.36161593922948,0.717639051886434,NA
"1700023F02Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700023L04Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700025E21Rik",3.39786668591038,3.62141412863429,1.83264821004191,1.9760552564267,0.0481485192648649,0.0807623092443542
"1700025G04Rik",345.071248197695,0.124385067479233,0.126448767545191,0.983679555712387,0.325273095022501,0.415535639695302
"1700025K23Rik",28.4013643103713,1.24655640744386,0.444568774093436,2.80396753007638,0.0050477988299801,0.0102085193763295
"1700026D08Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700026F02Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700026J04Rik",0.206484431155537,1.25997304906966,4.98702983938607,0.252649992009024,0.800538694882409,NA
"1700026L06Rik",53.8091805679649,2.67713007617205,0.378403450949608,7.0748035448772,1.49660628326053e-12,6.46800014898643e-12
"1700027D21Rik",0.778768984894284,1.10180260132177,3.59029296179622,0.306883759360555,0.758931851156162,NA
